Other,Crop Planning,145,Jun
Cotton,Pests,24,Oct
Other,Other,48,Dec
Cotton,Pests,2,Aug
Other,Fertilizers/Bio-organic,0,Oct
Cotton,Diseases,139,Sep
Cotton,Fertilizers/Bio-organic,71,Aug
Other,Crop Planning,2,Nov
Cotton,Pests,25,Sep
Other,Seeds,35,Oct
Cotton,Diseases,9,Aug
Cotton,Other,12,Oct
Other,Crop Planning,1,Jul
Cotton,Pests,33,Nov
Cotton,Pests,32,Aug
Cotton,Pests,90,Sep
Castor,Diseases,0,Sep
Other,Other,31,Dec
Cotton,Pests,28,Oct
Groundnut,Other,0,Aug
Cumin,Weed Control,36,Dec
Cotton,Pests,25,Sep
Cotton,Diseases,27,Sep
Cotton,Other,35,Oct
Other,Other,91,May
Other,Other,1,Nov
Cotton,Diseases,0,Nov
Onion,Fertilizers/Bio-organic,33,Nov
Cotton,Irrigation,113,Sep
Cotton,Diseases,24,Sep
Cotton,Pests,19,Dec
Cotton,Diseases,48,Aug
Brinjal,Diseases,0,Oct
Cotton,Other,27,Aug
Cumin,Pests,37,Dec
Other,Diseases,39,Apr
Cotton,Pests,62,Oct
Other,Fertilizers/Bio-organic,16,Nov
Cotton,Pests,5,Oct
Cotton,Fertilizers/Bio-organic,35,Sep
Cotton,Fertilizers/Bio-organic,31,Aug
Castor,Pests,0,Oct
Chilli,Pests,2,Dec
Gram,Pests,0,Aug
Cotton,Diseases,26,Nov
Cotton,Pests,30,Oct
Cotton,Pests,0,Aug
Cotton,Pests,0,Sep
Other,Other,0,Sep
Cotton,Pests,70,Sep
Cotton,Fertilizers/Bio-organic,33,Jul
,Crop Variety,225,Nov
Cotton,Pests,19,Sep
Paddy,Weed Control,0,Sep
Cotton,Other,0,Aug
Millet,Seeds,1,Nov
Other,Animal Husbandry,0,Aug
Cotton,Pests,0,Oct
Other,Crop Planning,92,Oct
Cotton,Fertilizers/Bio-organic,14,Sep
Castor,Crop Planning,0,Sep
Cotton,Crop Planning,0,Nov
Other,Government,91,Nov
Cotton,Fertilizers/Bio-organic,0,Sep
Cotton,Seeds,7,Jun
Cumin,Crop Planning,49,Dec
Castor,Diseases,40,Dec
Cotton,Pests,94,Oct
Cotton,Other,38,Sep
Other,Diseases,0,Aug
Other,Government,91,Nov
Cotton,Fertilizers/Bio-organic,29,Sep
Cotton,Pests,148,Sep
Cotton,Pests,0,Sep
Cotton,Pests,13,Sep
Cotton,Fertilizers/Bio-organic,40,Nov
Cotton,Diseases,0,Aug
,Soil Care,21,Nov
Other,Crop Planning,21,Oct
Cumin,Crop Planning,18,Oct
Castor,Fertilizers/Bio-organic,20,Oct
Cotton,Fertilizers/Bio-organic,89,Oct
Cumin,Diseases,41,Dec
Cotton,Pests,33,Oct
Cotton,Diseases,9,Sep
Cotton,Pests,49,Aug
Cotton,Pests,63,Sep
Cotton,Pests,24,Oct
Cotton,Diseases,48,Aug
,Fertilizers/Bio-organic,299,Nov
Cotton,Other,0,Aug
Wheat,Diseases,0,Sep
Cumin,Diseases,0,Sep
Other,Other,0,Dec
Cotton,Diseases,0,Aug
Cotton,Diseases,18,Aug
Cotton,Pests,24,Dec
Cotton,Pests,24,Sep
Cumin,Seeds,28,Nov
Cotton,Pests,0,Oct
Cotton,Pests,31,Oct
Cotton,Fertilizers/Bio-organic,28,Sep
Cotton,Pests,36,Aug
Cotton,Pests,13,Oct
Cotton,Pests,34,Oct
Cotton,Pests,149,Oct
Cotton,Pests,17,Sep
Cotton,Fertilizers/Bio-organic,0,Nov
Cotton,Pests,0,Sep
Cotton,Pests,8,Sep
,Crop Variety,0,Nov
Cotton,Pests,0,Aug
Cotton,Soil Care,0,Sep
Other,Other,4,Aug
Cumin,Crop Planning,18,Oct
Wheat,Diseases,27,Oct
Cotton,Pests,0,Oct
Cotton,Pests,16,Sep
Other,Weather,34,Oct
Other,Animal Husbandry,0,Sep
Cotton,Diseases,9,Nov
Cotton,Diseases,28,Feb
Cotton,Pests,0,Sep
Cotton,Pests,0,Sep
Cotton,Pests,28,Oct
Cotton,Diseases,0,Sep
Other,Government,36,Oct
Other,Diseases,0,Sep
Cotton,Diseases,39,Oct
Cotton,Fertilizers/Bio-organic,0,Sep
Chilli,Other,3,Aug
Cotton,Diseases,10,Sep
Cotton,Pests,18,Sep
Cotton,Pests,67,Dec
Cumin,Diseases,96,Dec
Wheat,Weed Control,6,Sep
Cotton,Pests,15,Sep
Cotton,Fertilizers/Bio-organic,86,Sep
Cotton,Pests,0,Sep
Cotton,Pests,16,Aug
Sesame,Sowing,56,Jan
Other,Other,0,Oct
Castor,Pests,21,Aug
Other,Other,0,Oct
Millet,Crop Planning,33,Jan
Cotton,Other,28,Oct
Cotton,Diseases,0,Oct
Brinjal,Crop Planning,91,Jul
Paddy,Pests,0,Sep
Cotton,Pests,77,Sep
Other,Other,91,May
Cotton,Other,93,Nov
Brinjal,Diseases,0,Sep
Other,Other,7,Jan
Cumin,Crop Planning,21,Oct
Other,Fertilizers/Bio-organic,0,Dec
Groundnut,Diseases,0,Sep
Cotton,Pests,0,Dec
Other,Fertilizers/Bio-organic,0,Oct
Other,Other,0,Aug
Cotton,Pests,11,Oct
Other,Fertilizers/Bio-organic,0,Oct
Castor,Diseases,0,Aug
Cotton,Pests,0,Sep
Cotton,Pests,35,Dec
Cotton,Other,71,Sep
Other,Other,5,Oct
Other,Other,29,Nov
Cotton,Pests,56,Sep
Castor,Diseases,0,Sep
Cotton,Pests,16,Sep
Cotton,Pests,14,Sep
Other,Other,67,Nov
Cotton,Pests,40,Jul
Cotton,Pests,91,Sep
Other,Other,0,Sep
Other,Crop Planning,163,Nov
Millet,Seeds,0,Sep
Cotton,Diseases,156,Oct
Other,Horticulture,0,Aug
Cotton,Weather,28,Sep
Cotton,Fertilizers/Bio-organic,41,Sep
Cotton,Pests,0,Aug
Cotton,Fertilizers/Bio-organic,36,Sep
Cotton,Pests,40,Oct
Cotton,Pests,40,Oct
Cotton,Marketing,20,Aug
Cotton,Pests,15,Sep
Other,Other,16,Oct
Cotton,Pests,40,Aug
Other,Crop Planning,25,Aug
Castor,Pests,46,Aug
Cotton,Diseases,0,Aug
Castor,Fertilizers/Bio-organic,25,Oct
Cotton,Pests,21,Sep
Cotton,Fertilizers/Bio-organic,53,Nov
Cotton,Pests,90,Sep
Cotton,Fertilizers/Bio-organic,31,Jun
Cumin,Seeds,28,Nov
Cotton,Pests,0,Sep
Cotton,Pests,91,Aug
,Seeds,0,Nov
Other,Other,16,Apr
Cotton,Diseases,1,Aug
Wheat,Crop Planning,64,Dec
,Crop Planning,28,Sep
,Seeds,292,Oct
Cotton,Pests,92,Aug
Cotton,Pests,22,Oct
Cotton,Other,29,Aug
Cotton,Pests,18,Aug
Cumin,Other,282,Dec
Cotton,Other,3,Sep
Cotton,Pests,40,Sep
Brinjal,Diseases,26,Aug
Cumin,Sowing,19,Nov
Cotton,Pests,28,Oct
Wheat,Diseases,0,Sep
Other,Other,0,Sep
Cotton,Pests,91,Sep
Cotton,Pests,51,Sep
Cotton,Fertilizers/Bio-organic,21,Oct
Cotton,Pests,28,Sep
Wheat,Diseases,15,Nov
Cotton,Fertilizers/Bio-organic,0,Oct
Cotton,Other,38,Sep
Brinjal,Pests,66,Dec
Cotton,Pests,28,Oct
Cotton,Weather,30,Oct
Other,Fertilizers/Bio-organic,17,Nov
Wheat,Fertilizers/Bio-organic,0,Aug
Cotton,Fertilizers/Bio-organic,49,Oct
Cotton,Pests,0,Sep
Cotton,Diseases,17,Aug
Cumin,Crop Planning,18,Nov
Other,Diseases,0,Oct
Cotton,Other,0,Sep
Wheat,Diseases,33,Sep
Cotton,Pests,33,Oct
Cotton,Pests,47,Sep
Cotton,Diseases,5,Aug
Cumin,Pests,7,Feb
Cotton,Pests,35,Oct
Chilli,Pests,70,Sep
Cotton,Pests,0,Nov
Cotton,Diseases,11,Sep
,Crop Planning,217,Oct
Cotton,Other,160,Nov
Other,Diseases,0,Aug
Groundnut,Crop Planning,0,Nov
Cotton,Diseases,0,Sep
Cotton,Weather,30,Nov
Cotton,Diseases,79,Oct
Other,Other,3,Oct
Cotton,Fertilizers/Bio-organic,0,Sep
Cotton,Pests,0,Sep
Cotton,Diseases,32,Sep
Cotton,Diseases,43,Aug
Cotton,Pests,0,Sep
Groundnut,Crop Planning,30,Oct
Cotton,Pests,33,Sep
Cotton,Fertilizers/Bio-organic,4,Aug
Cotton,Pests,0,Sep
Cumin,Sowing,56,Nov
Other,Crop Planning,22,Apr
Cotton,Fertilizers/Bio-organic,36,Dec
Cotton,Pests,2,Aug
Groundnut,Diseases,0,Sep
Banana,Horticulture,81,Aug
Castor,Pests,15,Nov
Cotton,Diseases,0,Nov
Cotton,Pests,21,Nov
Cumin,Irrigation,37,Oct
,Crop Planning,115,Sep
,Other,0,Sep
Cotton,Pests,35,Sep
Cotton,Pests,95,Oct
Cotton,Diseases,0,Sep
Cotton,Other,8,Sep
Cotton,Pests,0,Oct
Cotton,Pests,0,Oct
Cumin,Crop Planning,28,Dec
Brinjal,Pests,0,Aug
Cotton,Pests,19,Oct
Cotton,Pests,0,Sep
Brinjal,Crop Planning,22,Nov
Cotton,Diseases,68,Sep
Castor,Fertilizers/Bio-organic,20,Sep
Cotton,Weather,31,Oct
Cotton,Pests,50,Sep
Other,Animal Husbandry,0,Aug
Cotton,Pests,0,Oct
Cotton,Pests,20,Oct
Cumin,Seeds,28,Nov
Other,Pests,26,Oct
Other,Animal Husbandry,0,Sep
Cotton,Diseases,19,Oct
,Crop Planning,188,Oct
Other,Other,21,Jul
Cotton,Fertilizers/Bio-organic,0,Sep
Castor,Pests,31,Sep
Cotton,Diseases,27,Aug
Chilli,Pests,63,Sep
Cotton,Fertilizers/Bio-organic,91,Sep
Cotton,Pests,0,Sep
Cotton,Fertilizers/Bio-organic,18,Sep
Cumin,Diseases,0,Sep
Other,Other,8,Aug
Cumin,Pests,26,Jan
Cumin,Diseases,26,Dec
Other,Other,0,Dec
Cotton,Pests,0,Aug
Cotton,Pests,16,Sep
Other,Irrigation,0,Aug
Brinjal,Diseases,27,Sep
Cotton,Fertilizers/Bio-organic,37,Sep
Other,Pests,0,Sep
Cotton,Pests,16,Oct
Cotton,Diseases,0,Sep
Other,Other,0,Nov
Other,Animal Husbandry,53,Jul
Other,Fertilizers/Bio-organic,0,Oct
,Seeds,0,Oct
Other,Pests,4,Oct
Other,Land Preparation,0,Sep
Cotton,Fertilizers/Bio-organic,53,Dec
Cotton,Pests,0,Sep
Cotton,Other,75,Aug
Wheat,Sowing,28,Oct
Cotton,Pests,0,Oct
Other,Fertilizers/Bio-organic,22,Jan
Cotton,Other,0,Sep
Other,Government,92,Nov
Cotton,Pests,3,Sep
Cotton,Other,6,Aug
Gram,Crop Planning,2,Oct
Cotton,Diseases,25,Sep
Cotton,Other,0,Aug
Millet,Seeds,0,Sep
Cotton,Diseases,0,Sep
Cotton,Diseases,40,Oct
Other,Diseases,0,Sep
Brinjal,Diseases,22,Aug
Cotton,Pests,29,Sep
Cotton,Pests,21,Oct
Other,Other,30,Oct
Other,Weed Control,0,Sep
,Pests,354,Oct
Groundnut,Fertilizers/Bio-organic,0,Sep
Wheat,Diseases,32,Nov
Groundnut,Other,28,Mar
Cotton,Pests,26,Aug
Cotton,Pests,49,Sep
Cotton,Pests,11,Aug
Cotton,Weather,29,Aug
Groundnut,Pests,0,Sep
Other,Other,0,Oct
Cotton,Pests,31,Sep
Other,Other,6,Sep
Cumin,Weather,32,Nov
Cumin,Diseases,0,Sep
Cumin,Weather,20,Oct
Cotton,Diseases,44,Aug
Cotton,Seeds,0,Sep
Other,Other,4,Nov
Wheat,Diseases,15,Oct
Cotton,Pests,52,Aug
Cotton,Diseases,33,Aug
Other,Marketing,0,Nov
Cotton,Pests,19,Sep
Cumin,Land Preparation,59,Dec
Cotton,Pests,41,Aug
Cotton,Diseases,32,Sep
Cumin,Diseases,0,Sep
Cotton,Pests,28,Oct
Cotton,Pests,3,Aug
Castor,Crop Planning,181,Jun
Cotton,Diseases,67,Sep
Cumin,Diseases,21,Oct
Cotton,Pests,0,Sep
Other,Other,22,Jan
Cotton,Pests,0,Nov
Cotton,Pests,100,Oct
Cumin,Seeds,25,Sep
Cotton,Pests,0,Sep
Cotton,Diseases,38,Oct
Cumin,Pests,0,Nov
Cumin,Other,0,Aug
Cotton,Fertilizers/Bio-organic,106,Oct
Cotton,Fertilizers/Bio-organic,16,Jul
Castor,Diseases,0,Aug
Cotton,Pests,20,Oct
,Pests,0,Nov
Cotton,Pests,62,Oct
Cumin,Crop Planning,0,Sep
Cotton,Pests,110,Oct
Cotton,Pests,92,Sep
Other,Other,0,Aug
Other,Other,23,Sep
Cotton,Pests,22,Aug
Cotton,Diseases,0,Aug
Cotton,Fertilizers/Bio-organic,61,Oct
Cotton,Diseases,43,Aug
Cotton,Fertilizers/Bio-organic,36,Sep
Other,Other,17,Mar
Other,Weather,17,Oct
Cotton,Diseases,15,Sep
Other,Other,7,Sep
Cotton,Fertilizers/Bio-organic,17,Jul
Other,Animal Husbandry,45,Apr
Cotton,Pests,110,Oct
Cotton,Weed Control,18,Sep
Cotton,Pests,89,Sep
Cotton,Pests,54,Sep
Castor,Crop Planning,44,Jul
Mustard,Pests,0,Sep
Onion,Crop Planning,91,Oct
Cotton,Fertilizers/Bio-organic,0,Oct
Cumin,Diseases,0,Nov
Cumin,Diseases,0,Oct
Brinjal,Other,10,Aug
Cotton,Fertilizers/Bio-organic,83,Sep
Other,Diseases,69,May
Other,Other,5,Aug
,Crop Planning,188,Oct
Cotton,Weed Control,0,Sep
Cotton,Pests,0,Oct
Cotton,Pests,0,Sep
Other,Crop Planning,25,Aug
Other,Weather,22,Oct
Cotton,Pests,91,Sep
Chilli,Pests,8,Aug
Cotton,Other,2,Aug
Other,Pests,21,Oct
,Crop Planning,170,Nov
Cumin,Pests,0,Sep
Gram,Diseases,0,Nov
Cotton,Diseases,140,Oct
Other,Other,43,Nov
Cotton,Fertilizers/Bio-organic,12,Nov
Cotton,Pests,18,Nov
Cotton,Pests,33,Oct
Other,Crop Planning,20,Oct
Other,Other,10,Nov
Other,Crop Variety,0,Sep
Cotton,Other,17,Sep
Other,Other,0,Oct
Cotton,Pests,24,Sep
Cotton,Fertilizers/Bio-organic,107,Oct
Cotton,Pests,47,Sep
Cotton,Diseases,0,Sep
Paddy,Pests,0,Nov
Other,Weather,34,Oct
Cotton,Fertilizers/Bio-organic,30,Jun
Cotton,Pests,1,Aug
Cumin,Weather,0,Sep
Other,Crop Planning,20,Oct
Cotton,Diseases,14,Aug
Cotton,Irrigation,0,Aug
Cotton,Other,131,Sep
,Harvesting,170,Nov
Cotton,Pests,0,Aug
Cotton,Pests,24,Aug
Cumin,Crop Planning,73,Nov
,Animal Husbandry,202,Oct
Cotton,Pests,0,Nov
Other,Crop Planning,29,Nov
Cotton,Pests,29,Aug
Cotton,Pests,31,Aug
Cotton,Other,19,Sep
Cotton,Pests,6,Sep
Cotton,Pests,0,Sep
Other,Pests,52,Nov
Cotton,Pests,0,Aug
Cotton,Pests,39,Aug
Cotton,Pests,58,Aug
Other,Weather,5,Jul
Cotton,Pests,91,Sep
Cotton,Pests,0,Nov
Brinjal,Pests,56,Sep
Other,Other,90,Sep
Cotton,Other,8,Oct
Cotton,Pests,47,Sep
Other,Pests,39,Dec
Cotton,Diseases,9,Jul
Other,Other,20,Aug
Cotton,Pests,0,Sep
Cotton,Pests,48,Sep
Cotton,Pests,76,Mar
,Diseases,0,Oct
Cotton,Pests,0,Sep
Other,Other,91,Nov
Other,Crop Variety,35,Dec
Cotton,Diseases,0,Oct
Cotton,Other,71,Dec
Cotton,Pests,28,Oct
Other,Weather,18,Nov
Wheat,Crop Planning,31,Dec
Cotton,Pests,0,Sep
Cotton,Fertilizers/Bio-organic,0,Nov
Cotton,Other,0,Sep
Other,Pests,91,Sep
Cotton,Pests,48,Oct
Wheat,Weed Control,57,Dec
Cotton,Fertilizers/Bio-organic,35,Oct
Millet,Pests,0,Nov
Other,Weather,69,Jul
Cotton,Pests,21,Aug
Other,Crop Planning,37,Oct
Cotton,Pests,23,Sep
Cotton,Seeds,98,Jun
Wheat,Diseases,27,Dec
Other,Fertilizers/Bio-organic,69,Oct
Cotton,Diseases,41,Aug
Cotton,Pests,95,Oct
Cotton,Pests,19,Aug
Cotton,Fertilizers/Bio-organic,0,Oct
Cotton,Pests,14,Oct
Cotton,Fertilizers/Bio-organic,34,Aug
Cotton,Irrigation,0,Oct
Cotton,Pests,16,Aug
Cotton,Pests,37,Aug
Cotton,Other,67,Oct
Other,Diseases,0,Sep
Cotton,Other,36,Sep
Castor,Crop Planning,5,Aug
Cotton,Pests,76,Aug
Other,Horticulture,0,Aug
Cotton,Fertilizers/Bio-organic,21,Sep
Cotton,Diseases,0,Sep
Cotton,Diseases,25,Nov
Cotton,Pests,29,Oct
Cotton,Pests,28,Oct
Other,Other,0,Oct
Sesame,Diseases,0,Sep
Cotton,Pests,61,Oct
Cotton,Pests,0,Aug
Castor,Pests,0,Sep
Cotton,Other,0,Oct
Cotton,Weed Control,51,Sep
Castor,Other,92,Dec
Cotton,Weather,30,Aug
Cotton,Diseases,26,Sep
Castor,Other,5,Nov
Cotton,Diseases,16,Sep
Castor,Fertilizers/Bio-organic,25,Oct
Other,Animal Husbandry,61,Mar
Cotton,Other,78,Sep
Cotton,Pests,0,Sep
Cotton,Pests,91,Sep
Cotton,Other,91,Nov
Castor,Pests,7,Aug
Cotton,Fertilizers/Bio-organic,35,Sep
Cotton,Diseases,5,Sep
Castor,Pests,21,Aug
Cotton,Diseases,17,Aug
Cumin,Crop Planning,18,Oct
Other,Other,43,Aug
Cotton,Pests,37,Sep
Castor,Seeds,0,Sep
Cumin,Seeds,4,Oct
Chilli,Diseases,24,Sep
Cotton,Fertilizers/Bio-organic,58,Sep
Cotton,Pests,27,Sep
Cotton,Pests,30,Oct
Cotton,Pests,0,Sep
Chilli,Pests,53,Sep
Cotton,Pests,28,Oct
Cotton,Diseases,64,Sep
Cotton,Pests,0,Oct
Cotton,Pests,10,Aug
Other,Government,90,Nov
Cotton,Pests,62,Oct
Other,Fertilizers/Bio-organic,0,Sep
Cotton,Pests,12,Aug
Other,Pests,9,Sep
Cotton,Pests,17,Sep
Cotton,Diseases,0,Sep
Other,Soil Care,40,May
Cotton,Diseases,0,Sep
Cotton,Pests,0,Aug
Cotton,Fertilizers/Bio-organic,1,Sep
Cotton,Pests,0,Sep
Cotton,Pests,0,Sep
Cotton,Pests,39,Sep
Cumin,Crop Planning,181,Oct
Onion,Diseases,0,Sep
Cotton,Diseases,24,Aug
Cumin,Land Preparation,60,Jan
Cotton,Other,103,Sep
Cotton,Pests,0,Oct
Cotton,Pests,46,Sep
Cotton,Pests,40,Sep
Cotton,Diseases,0,Aug
Cotton,Pests,17,Sep
Other,Weather,79,Aug
Cotton,Pests,41,Aug
Cotton,Pests,5,Nov
Cotton,Fertilizers/Bio-organic,20,Aug
Cotton,Diseases,88,Oct
Cotton,Diseases,44,Aug
Cumin,Crop Planning,181,May
Cotton,Diseases,105,Sep
Other,Weed Control,0,Sep
Cotton,Pests,17,Sep
Cotton,Pests,27,Sep
Brinjal,Diseases,3,Aug
Cotton,Pests,10,Aug
Groundnut,Seeds,28,Jun
,Fertilizers/Bio-organic,299,Nov
Castor,Pests,8,Oct
Cotton,Seeds,32,Jun
Other,Other,92,Nov
Other,Other,17,Jul
Groundnut,Pests,0,Oct
Cotton,Pests,62,Sep
Cotton,Pests,16,Sep
Chilli,Pests,12,Sep
Sesame,Crop Planning,11,Dec
Cotton,Pests,28,Oct
Castor,Pests,16,Sep
Cotton,Pests,55,Sep
Wheat,Weed Control,0,Nov
Cotton,Weather,30,Oct
,Sowing,11,Oct
Cotton,Weed Control,0,Aug
Other,Fertilizers/Bio-organic,19,Sep
Cotton,Pests,0,Sep
,Pests,354,Oct
Cotton,Pests,82,Oct
Brinjal,Diseases,8,Oct
Brinjal,Diseases,22,Aug
Cotton,Pests,17,Sep
Cotton,Fertilizers/Bio-organic,35,Sep
Cotton,Pests,27,Nov
Cotton,Pests,0,Sep
Cotton,Pests,14,Aug
Cotton,Pests,0,Nov
Other,Pests,22,Aug
Cumin,Seeds,28,Oct
Cotton,Pests,38,Sep
Cotton,Other,0,Oct
Cotton,Other,0,Nov
Castor,Crop Planning,0,Sep
Castor,Fertilizers/Bio-organic,0,Oct
Cotton,Fertilizers/Bio-organic,27,Oct
Cumin,Other,0,Aug
Cotton,Pests,91,Sep
Cotton,Pests,15,Sep
Cumin,Other,66,Aug
Cotton,Fertilizers/Bio-organic,19,Sep
Cumin,Other,1,Nov
Cotton,Other,78,Sep
Cotton,Diseases,0,Dec
Other,Marketing,57,Sep
Other,Other,0,Oct
Cotton,Pests,76,Aug
Cotton,Diseases,24,Nov
,Other,0,Dec
Cotton,Pests,0,Sep
Cotton,Pests,0,Sep
Sorghum,Pests,12,Apr
Cotton,Pests,0,Oct
Cotton,Weather,0,Aug
Cotton,Diseases,0,Sep
Cotton,Pests,0,Nov
,Crop Planning,180,Oct
Cotton,Pests,20,Aug
Cotton,Diseases,15,Sep
Cotton,Fertilizers/Bio-organic,75,Sep
Cotton,Pests,20,Sep
Other,Fertilizers/Bio-organic,17,Nov
Cotton,Pests,0,Oct
Brinjal,Diseases,26,Nov
,Other,0,Nov
Cotton,Pests,24,Aug
Cotton,Pests,20,Nov
Cotton,Weather,30,Nov
Cotton,Other,10,Sep
Cotton,Pests,0,Sep
Other,Pests,24,Aug
Other,Other,0,Oct
Cotton,Weed Control,0,Sep
Other,Other,0,Sep
Cotton,Other,46,Sep
Cotton,Pests,41,Sep
Cotton,Weather,27,Sep
Cotton,Pests,31,Oct
Paddy,Pests,0,Dec
Cotton,Pests,20,Aug
Cotton,Pests,18,Sep
Other,Pests,39,Dec
Cotton,Fertilizers/Bio-organic,81,Aug
Other,Other,134,Sep
Other,Government,91,Nov
Castor,Pests,21,Sep
Cotton,Fertilizers/Bio-organic,61,Oct
Cotton,Diseases,19,Sep
Other,Other,1,Oct
Cotton,Pests,27,Oct
Cotton,Pests,0,Oct
Cotton,Pests,0,Sep
Other,Other,0,Oct
Cotton,Weather,29,Oct
Castor,Other,78,Oct
Cotton,Pests,6,Oct
Cotton,Weed Control,43,Sep
Cotton,Fertilizers/Bio-organic,42,Sep
Other,Weather,34,Oct
Other,Other,9,Oct
Cotton,Other,5,Aug
Cotton,Fertilizers/Bio-organic,47,Sep
Cumin,Other,5,Nov
Cotton,Fertilizers/Bio-organic,39,Sep
Other,Pests,30,Nov
Cotton,Pests,120,Nov
Cotton,Diseases,11,Nov
Cumin,Diseases,1,Jul
Other,Pests,30,Nov
Cotton,Pests,76,Sep
Other,Other,0,Sep
Wheat,Diseases,15,Aug
Cotton,Diseases,38,Aug
Cotton,Pests,40,Aug
Cotton,Pests,0,Sep
Wheat,Crop Planning,3,Nov
Sesame,Crop Planning,99,Dec
Cotton,Fertilizers/Bio-organic,31,Jun
Cotton,Pests,58,Aug
Groundnut,Pests,11,Aug
Sesame,Sowing,0,Aug
Cotton,Diseases,13,Aug
Other,Government,91,Nov
Chilli,Pests,25,Sep
Millet,Seeds,0,Aug
Cotton,Other,48,Oct
Cotton,Pests,0,Sep
Cotton,Other,0,Oct
Cotton,Diseases,140,Oct
Castor,Pests,0,Sep
Sesame,Diseases,112,Aug
Cotton,Pests,0,Sep
Cotton,Diseases,0,Sep
Cotton,Fertilizers/Bio-organic,6,Sep
Cotton,Diseases,0,Oct
Cotton,Diseases,89,Oct
Other,Other,0,Sep
Cotton,Pests,0,Sep
Cotton,Pests,0,Nov
Cotton,Pests,83,Sep
Other,Other,0,Nov
Cotton,Pests,0,Sep
Cotton,Pests,27,Oct
Cotton,Pests,24,Aug
Cotton,Pests,28,Oct
Cotton,Fertilizers/Bio-organic,31,Jun
Other,Other,0,Sep
Cotton,Diseases,21,Sep
Cumin,Seeds,10,Oct
Cotton,Pests,16,Oct
Cotton,Pests,0,Sep
Cumin,Irrigation,136,Dec
Brinjal,Other,8,Aug
Cotton,Pests,18,Aug
Cotton,Diseases,79,Oct
Groundnut,Diseases,0,Sep
Cumin,Weather,32,Nov
Brinjal,Pests,20,Oct
Cotton,Pests,11,Aug
Cotton,Pests,19,Sep
Cotton,Crop Planning,72,Jul
Cotton,Diseases,43,Aug
Cotton,Fertilizers/Bio-organic,82,Aug
Cotton,Fertilizers/Bio-organic,24,Sep
Cotton,Fertilizers/Bio-organic,29,Oct
Onion,Diseases,88,Dec
Cumin,Irrigation,10,Nov
Cotton,Other,51,Aug
Cotton,Pests,62,Oct
Castor,Pests,21,Aug
Cumin,Irrigation,37,Aug
Cotton,Pests,21,Oct
Cotton,Pests,0,Sep
Cotton,Weather,30,Nov
Cotton,Pests,0,Sep
Cumin,Other,17,Oct
Cotton,Diseases,26,Sep
Cotton,Pests,16,Sep
Millet,Seeds,0,Dec
Cotton,Pests,0,Nov
Cotton,Fertilizers/Bio-organic,17,Oct
Cotton,Pests,18,Oct
Cotton,Other,0,Aug
Cumin,Diseases,0,Nov
Other,Other,0,Sep
Cotton,Diseases,19,Aug
Cotton,Fertilizers/Bio-organic,40,Nov
Cotton,Pests,27,Nov
Cumin,Pests,53,Jul
Castor,Diseases,1,Mar
Other,Horticulture,0,Sep
Other,Government,5,Oct
Wheat,Weather,68,Dec
Other,Other,21,Sep
Other,Pests,47,Sep
Castor,Fertilizers/Bio-organic,0,Oct
Cotton,Diseases,89,Oct
Cotton,Irrigation,0,Sep
,Fertilizers/Bio-organic,315,Sep
Cumin,Diseases,0,Nov
